LeadID,CreatedAt,UpdatedAt,FirstContactAt,ConvertedAt,Phone,Country,Region,City,PreferredLanguage,CourseID,CourseNameRaw,ManagerID,LeadStatus,LeadStage,LeadTemperature,LeadScore,Source,Medium,Campaign,Content,Term,LandingPage,DeviceType,ReferrerDomain,FirstTouchSource,LastTouchSource,ExpectedCoursePrice,ExpectedCurrency,DiscountRequested,IsDuplicateCandidate,FullName_en,ManagerNameRaw_en,Email_en
LEAD0013307,2024-07-21 00:00:00,2024-10-08 13:13:02,2024-07-22 10:08:13,2024-10-08 12:13:02,+380849208207,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0008,IT Start (Free),MGR0005,WON,Успешно реализовано,HOT,66,email,email,da_free,ad_5,nan,/ua/start,MOBILE,nan,email,email,0.0,UAH,True,True,Teodor Lambert,Ilarion D.,teodor.lambert3826@yahoo.com
LEAD0013308,2024-07-21 21:53:25,2024-07-23 03:38:53,2024-07-22 04:38:53,,+1332784757,United States,New York Region,New York,EN,CRS0014,ai-automation-gift,MGR0006,IN PROGRESS,Заявка,HOT,50,facebook,cpc,da_free_course_v1,ad_6,kw_27,/ua/ai-automation,DESKTOP,facebook.com,meta,meta,20450.0,USD,True,True,Matthew Osipov,John Z.,matthew.osipov7551@gmail.com
LEAD0013309,2024-07-21 22:07:20,2024-07-22 04:49:23,2024-07-21 23:49:23,,+380499909799,Ukraine,Vinnytsia Oblast,Vinnytsia,UNKNOWN,CRS0004,Excel,MGR0004,IN PROGRESS,Приглашен на ивент,COLD,23,instagram,cpc,Search- Курс AI - RU,ad_7,kw_28,/ua/excel,MOBILE,instagram.com,instagram,instagram,8560.0,UAH,True,True,Borislav Westfal,Vasyl F.,borislav.westfal2087@gmail.com
LEAD0013310,2024-07-21 22:46:42,2024-07-22 19:47:31,2024-07-22 19:47:31,,+49108392579,Germany,Berlin Region,Berlin,EN,CRS0011,QA Automation,MGR0006,LOST,Закрыто и не реализовано,WARM,41,organic,organic,,nan,nan,/ua/qa,MOBILE,google.com,organic,organic,24880.0,EUR,True,True,Courtney Romańczyk,John Z.,courtney.romańczyk2968@outlook.com
LEAD0013311,2024-07-21 23:34:11,2024-07-25 00:00:00,2024-07-22 14:32:11,,+380142446364,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0004,Excel,MGR0003,IN PROGRESS,Приглашен на ивент,COLD,38,direct,notset,,nan,nan,/ua/excel,MOBILE,nan,direct,direct,8430.0,UAH,True,True,Adrianna Reynolds,Oksana B.,adrianna.reynolds2694@outlook.com
LEAD0013312,2024-07-21 23:44:53,2024-07-22 00:00:00,2024-07-22 01:28:18,,+380291567378,Ukraine,Dnipro Oblast,Dnipro,UNKNOWN,CRS0011,QA Automation,MGR0003,LOST,Закрыто и не реализовано (неправильный номер),HOT,60,email,email,Search - DevOps - Ukraine,ad_10,nan,/ua/qa,MOBILE,nan,email,email,28280.0,UAH,True,True,Varvara Grigor'Ev,Oksana B.,varvara.grigor'ev4524@outlook.com
LEAD0013313,2024-07-22 00:00:21,2024-07-24 10:30:39,2024-07-22 03:30:39,,+380988246552,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0001,AI Automation,MGR0004,LOST,Закрыто и не реализовано (спам),WARM,33,telegram,broadcast,Search - QA - EU,ad_11,nan,/ua/ai-automation,DESKTOP,t.me,telegram,telegram,38260.0,UAH,True,True,Homa Guzenko,Vasyl F.,homa.guzenko2439@yahoo.com
LEAD0013314,2024-07-22 00:03:47,2024-07-23 00:00:00,2024-07-22 05:08:57,,+380588600939,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0008,IT Start (Free),MGR0003,LOST,Закрыто и не реализовано,WARM,52,facebook,cpc,search - Курс data analytics - ukraine,ad_12,kw_33,/ua/start,MOBILE,facebook.com,meta,meta,0.0,UAH,True,True,Jose Boyer,Oksana B.,jose.boyer2663@outlook.com
LEAD0013315,2024-07-22 01:11:55,2024-10-08 10:26:31,2024-07-22 09:13:48,2024-08-08 13:26:31,+380780584229,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0001,AI Automation,MGR0004,WON,Успешно реализовано,WARM,35,organic,organic,,nan,nan,/ua/ai-automation,MOBILE,google.com,organic,meta,41100.0,UAH,True,True,David Reese,Vasyl F.,david.reese5137@gmail.com
LEAD0013316,2024-07-22 00:00:00,2024-08-13 02:41:35,2024-07-22 09:34:35,2024-08-13 00:41:35,+380572081611,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0015,Data Analytics (Free Intro),MGR0006,WON,Успешно реализовано,WARM,43,instagram,cpc,SEARCH - DEVOPS - UKRAINE,ad_14,kw_35,/ua/data-analytics,DESKTOP,instagram.com,instagram,instagram,0.0,UAH,True,True,Anikej Castaneda,John Z.,anikej.castaneda2199@ukr.net
LEAD0013317,2024-07-22 02:58:30,2024-07-24 03:58:59,2024-07-22 06:58:59,,notset,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0003,DevOps,MGR0003,LOST,Закрыто и не реализовано (перестал отвечать в чате),COLD,27,instagram,cpc,qa_060426,ad_15,kw_36,/ua/devops,DESKTOP,instagram.com,instagram,instagram,52020.0,UAH,True,True,Sharon Harris,Oksana B.,sharon.harris9124@gmail.com
LEAD0013318,2024-07-22 03:44:00,2024-08-25 13:09:34,2024-07-22 17:41:30,2024-08-25 06:09:34,+380021309399,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0002,Data Analytics,MGR0003,WON,Успешно реализовано,COLD,15,google,cpc,52668241941290,ad_16,kw_37,/ua/data-analytics,MOBILE,google.com,google,chatgpt.com,39470.0,UAH,True,True,Stanіslav Walker,Oksana B.,stanіslav.walker5849@yahoo.com
LEAD0013319,2024-07-30 00:00:00,2024-06-08 10:52:09,2024-07-22 00:00:00,2024-03-08 22:52:09,+380569857664,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0011,QA Automation,MGR0004,WON,Успешно реализовано,HOT,56,instagram,cpc,search_kursс_data_analytics_ukraine,ad_17,kw_38,/ua/qa,DESKTOP,instagram.com,instagram,instagram,26470.0,UAH,True,True,Galina Bobrova,Vasyl F.,galina.bobrova2463@gmail.com
LEAD0013320,2024-07-22 06:14:30,2024-07-26 03:10:42,2024-07-22 10:12:08,2024-07-23 10:10:42,+1899147590,United States,Austin Region,Austin,EN,CRS0014,AI Automation Bundle,MGR0007,WON,Успешно реализовано,WARM,48,instagram,cpc,ai_course_v1,ad_18,kw_39,/ua/ai-automation,DESKTOP,instagram.com,instagram,instagram,20820.0,USD,True,True,Dan Farenjuk,Orest K.,dan.farenjuk6268@gmail.com
LEAD0013321,2024-07-22 06:20:44,2024-08-15 03:03:51,2024-07-22 10:29:21,2024-12-08 13:03:51,+380095611694,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0014,ai-automation-gift,MGR0003,WON,Успешно реализовано,HOT,80,google,cpc,Search - Brand - Ukraine,ad_1,kw_0,/ua/ai-automation,MOBILE,google.com,google,google,22200.0,UAH,True,True,Franciszek Frank,Oksana B.,franciszek.frank4580@yahoo.com
LEAD0013322,2024-07-22 07:01:43,2024-07-25 11:00:49,2024-07-22 16:00:49,,+49271746507,Germany,Berlin Region,Berlin,EN,CRS0008,IT Start (Free),MGR0004,LOST,Закрыто и не реализовано (не актуально),COLD,4,facebook,cpc,Conv_Вебінар-Грант_UA_Oct24,ad_2,kw_1,/ua/start,MOBILE,facebook.com,meta,meta,0.0,EUR,True,True,Samuel Stein,Vasyl F.,samuel.stein9641@ukr.net
LEAD0013323,2024-07-22 07:09:06,2024-08-30 15:07:03,2024-07-22 13:57:12,2024-08-28 14:07:03,+380595458257,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0006,FullStack Java,MGR0007,WON,Успешно реализовано,HOT,73,chatgpt.com,referral,pmax_python_ua,ad_3,nan,/ua/fullstack,DESKTOP,chatgpt.com,chatgpt.com,chatgpt.com,40350.0,UAH,True,True,Semen Kurczak,Orest K.,semen.kurczak8864@outlook.com
LEAD0013324,2024-07-22 00:00:00,2024-07-25 06:54:32,2024-07-22 11:54:32,,+38087,Ukraine,unknown,Kyiv,RU,CRS0006,FullStack Java,MGR0003,IN PROGRESS,Записан на пробное занятие,COLD,27,linkedin,social,search - qa - eu,ad_4,nan,/ua/fullstack,TABLET,linkedin.com,linkedin,linkedin,33930.0,UAH,True,True,Joseph Novikov,Oksana B.,joseph.novikov8359@gmail.com
LEAD0013325,2024-07-22 07:38:15,2024-07-22 10:40:17,2024-07-22 08:40:17,,+44919910721,United Kingdom,Manchester Region,Manchester,EN,CRS0004,Excel,MGR0003,LOST,Закрыто и не реализовано (купил у конкурентов),COLD,44,facebook,cpc,search - Курс data analytics - eu,ad_5,kw_4,/ua/excel,MOBILE,facebook.com,meta,meta,8170.0,EUR,True,True,Pankratij Moran,Oksana B.,pankratij.moran57@icloud.com
LEAD0013326,2024-07-22 07:58:49,2024-07-23 00:00:00,2024-07-22 16:37:22,,+49726715726,Germany,Berlin Region,Berlin,EN,CRS0016,Python Developer,MGR0006,LOST,Закрыто и не реализовано (перестал брать трубку),COLD,34,organic,organic,,nan,nan,/ua/python,MOBILE,google.com,organic,organic,29770.0,EUR,True,True,Boris Lewis,John Z.,boris.lewis3052@gmail.com
LEAD0013327,2024-07-22 08:36:50,2024-08-30 23:29:21,2024-07-22 13:59:55,2024-08-29 16:29:21,+1084535643,United States,Chicago Region,Chicago,EN,CRS0014,AI Automation Bundle,MGR0006,WON,Успешно реализовано,COLD,46,organic,organic,,nan,nan,/ua/ai-automation,MOBILE,google.com,organic,organic,21380.0,USD,True,True,Mark Vorob'Eva,John Z.,mark.vorob'eva8152@yahoo.com
LEAD0013328,2024-07-22 09:44:47,2024-07-25 16:31:36,2024-07-22 19:31:36,,+48203768052,Poland,Wroclaw Region,Wroclaw,UNKNOWN,CRS0010,Python,MGR0005,LOST,Закрыто и не реализовано (не актуально),COLD,9,google,cpc,pmax_ua,ad_8,kw_7,/ua/python,MOBILE,google.com,google,google,25420.0,PLN,True,True,Kaylee Scherbak,Ilarion D.,kaylee.scherbak1380@gmail.com
LEAD0013329,2024-07-22 10:07:15,2024-07-24 14:36:22,2024-07-22 15:36:22,,+49475959600,Germany,Munich Region,Munchen,DE,CRS0002,Data Analytics - online,MGR0003,LOST,Закрыто и не реализовано (передумал),COLD,43,instagram,cpc,Search - Курс Data Analytics - EU,ad_9,kw_8,/ua/data-analytics,MOBILE,instagram.com,instagram,instagram,35310.0,EUR,True,True,Ganna Vorontsov,Oksana B.,ganna.vorontsov4594@outlook.com
LEAD0013330,2024-07-22 11:05:06,2024-07-24 01:01:16,2024-07-22 15:01:16,,+380796104532,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0008,IT Start (Free),MGR0003,LOST,Закрыто и не реализовано (передумал),WARM,59,google,cpc,all,ad_10,kw_9,/ua/start,MOBILE,google.com,google,google,0.0,UAH,True,True,Isidor Solov'Eva,Oksana B.,isidor.solov'eva4865@yahoo.com
LEAD0013331,2024-07-22 11:11:15,2024-07-24 20:52:36,2024-07-22 14:52:36,,+420740195425,Czech Republic,Prague Region,Prague,CS,CRS0011,QA Automation,MGR0003,LOST,Закрыто и не реализовано (купил у конкурентов),WARM,35,facebook,cpc,52668241941290,ad_11,kw_10,/ua/qa,TABLET,facebook.com,meta,meta,27330.0,CZK,True,True,Ostromir Furs,Oksana B.,ostromir.furs2662@gmail.com
LEAD0013332,2024-07-22 11:30:43,2024-07-25 03:30:43,,,+380092084536,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0001,AI Automation,MGR0003,IN PROGRESS,Заявка,WARM,40,facebook,cpc,Search - Курс Web Design - Ukraine NEW,ad_12,kw_11,/ua/ai-automation,DESKTOP,facebook.com,meta,meta,37500.0,UAH,True,True,Louis DemʼJanchuk,Oksana B.,louis.demʼjanchuk8076@gmail.com
LEAD0013333,2024-07-22 12:14:46,2024-08-16 00:00:00,2024-07-22 19:57:21,2024-08-15 13:32:23,+380399510627,Ukraine,Odesa Oblast,Unknown,RU,CRS0008,IT Start (Free),MGR0007,WON,Успешно реализовано,COLD,47,google,cpc,pmax_bezkoshtovnij_kurs_z_data_analitiki_ua,ad_13,kw_12,/ua/start,MOBILE,google.com,google,google,0.0,UAH,True,True,Diane Lavrent'Ev,Orest K.,diane.lavrent'ev9062@yahoo.com
LEAD0013334,2024-07-22 12:28:06,2024-07-25 08:55:22,2024-07-23 03:55:22,,+380946738994,Ukraine,Odesa Oblast,Odessa,UA,CRS0008,IT Start (Free),MGR0005,IN PROGRESS,"ЯЩ (я еще горячий, но уже остываю)",COLD,23,referral,referral,,nan,nan,/ua/start,DESKTOP,prog.academy,referral,referral,0.0,UAH,True,True,Petro Іsaєvich,Ilarion D.,petro.іsaєvich531@icloud.com
LEAD0013335,2024-07-22 12:45:13,2024-07-23 04:45:13,,,+380924715681,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0004,Excel,MGR0005,LOST,Закрыто и не реализовано (наберет сам если решит),WARM,24,email,email,Search - Курс Web Design - Ukraine,ad_15,nan,/ua/excel,MOBILE,nan,email,email,8830.0,UAH,True,True,Svjatoslav Bytner,Ilarion D.,svjatoslav.bytner3465@gmail.com
LEAD0013336,2024-07-22 13:11:43,2024-07-24 08:49:53,2024-07-22 22:49:53,,+380068633470,Ukraine,Lviv Oblast,Lviv,RU,CRS0005,Front-End,MGR0006,LOST,Закрыто и не реализовано (нет нужного курса),COLD,30,google,cpc,da_free_course_v2,ad_16,kw_15,/ua/frontend,MOBILE,google.com,google,google,27100.0,UAH,True,True,Olimpij Lee,John Z.,olimpij.lee4713@gmail.com
LEAD0013337,2024-07-22 13:29:41,2024-07-24 09:34:45,2024-07-22 23:34:45,,+380373057974,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0016,Python Developer,MGR0003,IN PROGRESS,Принимает решение,WARM,45,google,cpc,pmax_1_1_ua,ad_17,kw_16,/ua/python,MOBILE,google.com,google,google,29250.0,UAH,True,True,Michelle Gronostaj,Oksana B.,michelle.gronostaj7239@gmail.com
LEAD0013338,2024-07-22 14:34:23,2024-07-25 10:16:52,2024-07-23 02:16:52,,+38029,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0017,QA Engineer,MGR0005,LOST,Закрыто и не реализовано (недозвон),WARM,49,google,cpc,quiz_270125,ad_18,kw_17,/ua/qa,DESKTOP,google.com,google,email,26720.0,UAH,True,True,Valentina Janiszek,Ilarion D.,valentina.janiszek8476@ukr.net
LEAD0013339,2024-07-22 14:51:42,2024-07-28 14:48:23,2024-07-22 16:30:24,2024-07-25 18:48:23,+380500381323,Ukraine,Odesa Oblast,Odessa,UA,CRS0008,IT Start Online - Free Course,MGR0004,WON,Успешно реализовано,COLD,20,google,cpc,Search - DevOps - Ukraine,ad_1,kw_18,/ua/start,MOBILE,google.com,google,google,0.0,UAH,True,True,Nan,Vasyl F.,michael.salіj675@icloud.com
LEAD0013340,2024-07-22 16:16:36,2024-07-25 04:15:28,2024-07-22 22:15:28,,+380472375855,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0016,python,MGR0003,IN PROGRESS,Записан на пробное занятие,COLD,13,facebook,cpc,Search - QA - EU,ad_2,kw_19,/ua/python,DESKTOP,facebook.com,meta,google,29670.0,UAH,True,True,Kristen Wójt,Oksana B.,kristen.wójt9976@icloud.com
LEAD0013341,2024-07-22 00:00:00,2024-07-23 18:08:51,2024-07-22 18:08:51,,+380441520090,Ukraine,Dnipro Oblast,Dnipro,RU,CRS0004,Excel,MGR0004,LOST,Закрыто и не реализовано (недозвон),COLD,17,google,cpc,Search - QA - EU,ad_3,kw_20,/ua/excel,MOBILE,google.com,google,google,8230.0,UAH,True,True,Marina Pietrasiak,Vasyl F,marina.pietrasiak6099@gmail.com
LEAD0013342,2024-07-22 18:42:19,2024-07-24 14:38:29,2024-07-22 22:38:29,,+380579207320,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0015,Data Analytics (Free Intro),MGR0003,LOST,Закрыто и не реализовано (перестал отвечать в чате),WARM,31,google,cpc,test_1,ad_4,kw_21,/ua/data-analytics,MOBILE,google.com,google,google,0.0,UAH,True,True,Norbert Ortega,Oksana B.,norbert.ortega5568@gmail.com
LEAD0013343,2024-07-22 19:06:42,2024-07-23 01:31:07,2024-07-22 21:31:07,,+380424021537,Ukraine,Lviv Oblast,Lviv,UA,CRS0001,AI Automation,MGR0001,IN PROGRESS,Записан на пробное занятие,WARM,56,google,cpc,Search - Курс Data Analytics - Ukraine,ad_5,kw_22,/ua/ai-automation,MOBILE,google.com,google,google,37650.0,UAH,True,True,Arsen Kapustina,Ivan M.,arsen.kapustina5141@yahoo.com
LEAD0013344,2024-07-22 19:20:33,2024-07-26 08:21:46,2024-07-23 14:21:46,,+380514066512,Ukraine,Lviv Oblast,Lviv,RU,CRS0005,Front-End,MGR0006,LOST,Закрыто и не реализовано (не актуально),HOT,66,facebook,cpc,pmax_python_ua,ad_6,kw_23,/ua/frontend,MOBILE,facebook.com,meta,meta,27580.0,UAH,True,True,Amvrosij Bitner,John Z.,amvrosij.bitner8024@icloud.com
LEAD0013345,2024-07-22 20:52:15,2024-07-24 12:16:52,2024-07-23 00:16:52,,+380815358475,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0016,Python Developer,MGR0004,LOST,Закрыто и не реализовано (дорого),HOT,58,facebook,cpc,fullstack,ad_7,kw_24,/ua/python,MOBILE,facebook.com,meta,meta,29820.0,UAH,True,True,Annette Rubets',Vasyl F.,annette.rubets'4994@gmail.com
LEAD0013346,2024-07-22 21:05:26,2024-08-18 15:35:47,2024-07-23 10:50:34,2024-08-17 12:35:47,+380538803768,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0007,FullStack Python,MGR0005,WON,Успешно реализовано,WARM,0,email,email,Search- Курс AI - EU,ad_8,nan,/ua/fullstack,MOBILE,nan,email,email,40940.0,UAH,True,True,Kornelia Semik,Ilarion D.,kornelia.semik464@gmail.com
LEAD0013347,2024-07-22 21:10:54,2024-07-25 07:34:55,2024-07-23 05:34:55,,+48852163084,Poland,Gdansk Region,Gdansk,UA,CRS0001,AI Automation,MGR0007,IN PROGRESS,Принимает решение,COLD,38,telegram,broadcast,52635795949090,ad_9,nan,/ua/ai-automation,TABLET,t.me,telegram,telegram,37760.0,PLN,True,True,Ruben Shilo,Orest K.,ruben.shilo7012@gmail.com
LEAD0013348,2024-07-22 21:13:32,2024-08-16 08:25:36,2024-07-23 07:31:21,2024-08-13 11:25:36,+380591201377,Ukraine,Kyiv Oblast,Kyiv,RU,CRS0005,Front-End,MGR0006,WON,Успешно реализовано,HOT,55,organic,organic,,nan,nan,/ua/frontend,DESKTOP,google.com,organic,organic,28340.0,UAH,True,True,Tetjana Hohlova,John Z.,tetjana.hohlova1440@gmail.com
LEAD0013349,2024-07-22 21:15:44,2024-07-25 11:39:54,2024-07-22 22:39:54,,notset,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0008,IT Start (Free),MGR0004,OPEN,Закрыто и не реализовано (купил у конкурентов),COLD,0,dou,referral,Search - Курс Web Design - Ukraine NEW,ad_11,nan,/ua/start,MOBILE,dou.ua,dou,dou,0.0,UAH,True,True,Svetozar Voronova,Vasyl F.,svetozar.voronova5003@outlook.com
LEAD0013350,2024-07-22 22:42:18,2024-05-08 17:15:19,2024-07-23 03:25:02,2024-04-08 15:15:19,+44690113760,United Kingdom,London Region,London,EN,CRS0014,AI Automation Bundle,MGR0004,WON,Успешно реализовано,WARM,46,referral,referral,,nan,nan,/ua/ai-automation,TABLET,prog.academy,referral,referral,22230.0,EUR,True,True,Nikodem Barron,Vasyl F.,nikodem.barron624@icloud.com
LEAD0013351,2024-07-22 22:51:43,2024-07-23 16:51:09,2024-07-23 03:51:09,,+380280987788,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0014,AI Automation Bundle,MGR0006,LOST,Закрыто и не реализовано (дорого),WARM,34,facebook,cpc,da_free_course_v1,ad_13,kw_30,/ua/ai-automation,MOBILE,facebook.com,meta,meta,21330.0,UAH,True,True,Natalіja Gierak,John Z.,natalіja.gierak7450@gmail.com
LEAD0013352,2024-07-22 22:55:20,,2024-07-23 01:48:45,2024-08-14 00:00:00,+420878381045,Czech Republic,Brno Region,Brno,CS,CRS0002,Data Analytics,MGR0003,WON,Успешно реализовано,COLD,31,facebook,cpc,da_free_course_v2,ad_14,kw_31,/ua/data-analytics,MOBILE,facebook.com,meta,meta,35560.0,CZK,True,True,Patricia Hernandez,Oksana B.,patricia.hernandez8594@gmail.com
LEAD0013353,2024-07-22 23:02:15,2024-07-25 01:44:01,2024-07-23 01:44:01,,+380660943161,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0001,AI Automation,MGR0003,LOST,Закрыто и не реализовано (недозвон),WARM,52,facebook,cpc,SEARCH - КУРС WEB DESIGN - UKRAINE NEW,ad_15,kw_32,/ua/ai-automation,DESKTOP,facebook.com,meta,meta,38800.0,UAH,True,True,Thomas Ohrimovich,Oksana B.,thomas.ohrimovich17@gmail.com
LEAD0013354,2024-07-22 23:56:34,2024-07-24 07:31:30,2024-07-23 10:31:30,,notset,Ukraine,Vinnytsia Oblast,Vinnytsia,UA,CRS0017,QA Engineer,MGR0005,LOST,Закрыто и не реализовано (передумал),HOT,33,facebook,cpc,Search - Brand - Ukraine,ad_16,kw_33,/ua/qa,DESKTOP,facebook.com,meta,meta,30240.0,UAH,True,True,Matthew Timchenko,Ilarion D.,matthew.timchenko6908@gmail.com
LEAD0013355,2024-07-23 00:02:16,2024-12-08 11:06:30,2024-07-23 12:41:00,2024-11-08 12:06:30,+380160372584,Ukraine,Dnipro Oblast,Dnipro,UA,CRS0008,IT Start (Free),MGR0006,WON,Успешно реализовано,WARM,48,chatgpt.com,referral,Display - Ремаркетинг - Ukraine,ad_17,nan,/ua/start,DESKTOP,chatgpt.com,chatgpt.com,chatgpt.com,0.0,UAH,True,True,Ol'Ga Danil'Chuk,John Z.,ol'ga.danil'chuk6937@outlook.com
LEAD0013356,2024-07-23 00:06:04,2024-07-26 04:30:21,2024-07-23 22:30:21,,+420749557937,Czech Republic,Prague Region,Prague,CS,CRS0014,AI Automation Bundle,MGR0007,LOST,Закрыто и не реализовано (не актуально),COLD,17,instagram,cpc,da_free_course_v1,ad_18,kw_35,/ua/ai-automation,MOBILE,instagram.com,instagram,instagram,19990.0,CZK,True,True,Michael Wypchło,Orest K.,michael.wypchło2990@gmail.com
LEAD0013357,2024-07-23 00:16:40,2024-07-24 06:55:38,2024-07-23 12:55:38,,+48368358155,Poland,Krakow Region,Krakow,PL,CRS0008,   IT Start (Free),MGR0006,LOST,Закрыто и не реализовано (нет нужного курса),WARM,44,instagram,cpc,da_free_course_v2,ad_1,kw_36,/ua/start,MOBILE,instagram.com,instagram,instagram,0.0,PLN,True,True,Evgraf Wowra,John Z.,evgraf.wowra5121@outlook.com
LEAD0013358,2024-07-23 00:46:02,2024-07-23 18:13:52,2024-07-23 03:13:52,,+48550295965,Poland,Wroclaw Region,Wroclaw,UA,CRS0014,AI Automation Bundle,MGR0004,LOST,Закрыто и не реализовано (передумал),COLD,26,google,cpc,Search- Курс AI - RU,ad_2,kw_37,/ua/ai-automation,DESKTOP,google.com,google,google,21660.0,PLN,True,True,Spas Franko,Vasyl F.,spas.franko8904@yahoo.com
LEAD0013359,2024-07-23 00:57:50,2024-07-24 12:14:16,2024-07-23 04:14:16,,+380030214458,Ukraine,Kharkiv Oblast,,UA,CRS0003,DevOps,MGR0007,LOST,Закрыто и не реализовано (купил у конкурентов),COLD,13,google,cpc,Python_260526,ad_3,kw_38,/ua/devops,DESKTOP,google.com,google,google,54100.0,UAH,True,True,Christopher Nesterenko,Orest K.,christopher.nesterenko4498@gmail.com
LEAD0013360,2024-07-23 01:06:33,2024-07-23 00:00:00,2024-07-23 05:16:03,,+380655717923,Ukraine,Odesa Oblast,Odessa,RU,CRS0001,AI Automation,MGR0001,LOST,Закрыто и не реализовано (передумал),HOT,78,instagram,cpc,pmax_ai_ua,ad_4,kw_39,/ua/ai-automation,MOBILE,instagram.com,instagram,meta,38290.0,UAH,True,True,Angel Osipova,Ivan M.,angel.osipova2109@yahoo.com
LEAD0013361,2024-07-23 01:27:53,2024-07-25 00:00:00,2024-07-23 03:49:43,,+49789443661,Germany,Munich Region,Munchen,EN,CRS0012,QA-тестирование,MGR0004,LOST,Закрыто и не реализовано (купил у конкурентов),COLD,13,facebook,cpc,Leads_DataAnalytics-Start_UA_May25,ad_5,kw_0,/ua/qa,MOBILE,facebook.com,meta,META,30510.0,EUR,True,True,Jacqueline Miller,Vasyl F.,jacqueline.miller4448@gmail.com
LEAD0013362,2024-07-23 03:19:41,2024-08-28 06:53:54,2024-07-25 02:10:02,2024-08-26 17:53:54,+380706377033,Ukraine,Odesa Oblast,Odessa,UA,CRS0017,  QA Engineer ,MGR0005,WON,Успешно реализовано,HOT,56,facebook,cpc,Search - Курс Java - Ukraine (NEW),ad_6,kw_1,/ua/qa,MOBILE,facebook.com,meta,meta,29010.0,UAH,True,True,Homa Ignat'Eva,Ilarion D.,homa.ignat'eva3430@yahoo.com
LEAD0013363,2024-07-23 03:30:51,2024-07-24 04:59:43,2024-07-23 17:59:43,,+44104099725,United Kingdom,London Region,London,EN,CRS0006,FullStack Java,MGR0006,IN PROGRESS,Приглашен на ивент,COLD,12,direct,notset,,nan,nan,/ua/fullstack,TABLET,nan,direct,direct,38380.0,EUR,True,True,Ashley Nesterova,John Z.,ashley.nesterova231@ukr.net
LEAD0013364,2024-07-23 00:00:00,2024-08-29 06:09:08,2024-07-23 08:50:30,2024-08-26 15:09:08,+380876133638,Ukraine,Kharkiv Oblast,Kharkiv,UA,CRS0003,DevOps,MGR0003,WON,Успешно реализовано,WARM,40,telegram,broadcast,ai_auto_present,ad_8,nan,/ua/devops,MOBILE,t.me,telegram,telegram,52120.0,UAH,True,True,Aaron Zykov,Oksana B.,aaron.zykov993@outlook.com
LEAD0013365,2024-07-23 04:58:22,2024-07-26 10:39:36,2024-07-23 11:39:36,,+44289760940,United Kingdom,London Region,London,EN,CRS0004,Ecxel,MGR0003,LOST,Закрыто и не реализовано (спам),COLD,28,google,cpc,search_kursy_ua,ad_9,kw_4,/ua/excel,TABLET,google.com,google,google,8600.0,EUR,True,True,Samuil Capała,Oksana B.,samuil.capała5186@outlook.com
LEAD0013366,2024-07-23 05:50:34,2024-02-08 10:08:18,2024-07-23 14:47:20,2024-07-30 00:00:00,+380745559817,Ukraine,Vinnytsia Oblast,Vinnytsia,RU,CRS0003,DevOps,MGR0005,WON,Успешно реализовано,HOT,79,referral,referral,,nan,nan,/ua/devops,DESKTOP,prog.academy,referral,referral,48960.0,UAH,True,True,Jakub Krjukov,Ilarion D.,jakub.krjukov9386@gmail.com
LEAD0013367,2024-07-23 07:02:45,2024-07-23 20:34:31,2024-07-23 15:34:31,,+380821256451,Ukraine,Kharkiv Oblast,Kharkiv,RU,CRS0006,FullStack Java,MGR0007,LOST,Закрыто и не реализовано,COLD,35,telegram,broadcast,all,ad_11,nan,/ua/fullstack,DESKTOP,t.me,telegram,telegram,36830.0,UAH,True,True,Sergej Polaszek,Orest K.,sergej.polaszek6226@outlook.com
LEAD0013368,2024-07-23 08:53:08,2024-10-08 09:03:12,2024-07-23 16:05:07,2024-07-08 13:03:12,+420777995934,Czech Republic,Brno Region,Brno,CS,CRS0015,Data Analytics (Free Intro),MGR0007,WON,Успешно реализовано,COLD,25,chatgpt.com,referral,all_180124,ad_12,nan,/ua/data-analytics,DESKTOP,chatgpt.com,chatgpt.com,organic,0.0,CZK,True,True,Jakub Shashkov,Orest K.,jakub.shashkov2936@ukr.net
